pathway,catalyst_family,metal,linker,temperature_c,pressure_bar,h2_co2_ratio,reactor_type,X_CO2,S_MeOH,S_CO,S_CH4,Y_MeOH,primary_product,data_source,1000_T_K,temp_pressure,ln_pressure,is_thermal,is_methanation,is_methanol
Methanol synthesis,Hf-UiO-67-BA-Pt,Hf,BA,170,30,3.0,Fixed-bed,0.75,31.98,68.02,0.0,0.23985,CH3OH (methanol),experimental,2.256572266726842,5100,3.4339872044851463,1,0,1
Methanol synthesis,Hf-UiO-67-BA-Pt,Hf,BA,190,30,3.0,Fixed-bed,1.35,33.12,65.58,1.3,0.44711999999999996,CH3OH (methanol),experimental,2.1591277124041888,5700,3.4339872044851463,1,0,1
Methanol synthesis,Hf-UiO-67-BA-Pt,Hf,BA,210,30,3.0,Fixed-bed,2.49,33.77,60.75,5.49,0.8408730000000001,CH3OH (methanol),experimental,2.0697505950532964,6300,3.4339872044851463,1,0,1
Methanol synthesis,Hf-UiO-67-BA-Pt,Hf,BA,240,30,3.0,Fixed-bed,5.28,25.01,65.71,8.98,1.3205280000000001,CH3OH (methanol),experimental,1.948747929455325,7200,3.4339872044851463,1,0,1
Methanol synthesis,Hf-UiO-67-FA-Pt,Hf,FA,170,30,3.0,Fixed-bed,0.91,28.83,71.17,0.0,0.262353,CH3OH (methanol),experimental,2.256572266726842,5100,3.4339872044851463,1,0,1
Methanol synthesis,Hf-UiO-67-FA-Pt,Hf,FA,190,30,3.0,Fixed-bed,1.75,30.2,69.8,0.0,0.5285,CH3OH (methanol),experimental,2.1591277124041888,5700,3.4339872044851463,1,0,1
Methanol synthesis,Hf-UiO-67-FA-Pt,Hf,FA,210,30,3.0,Fixed-bed,3.08,32.25,65.66,2.1,0.9933,CH3OH (methanol),experimental,2.0697505950532964,6300,3.4339872044851463,1,0,1
Methanol synthesis,Hf-UiO-67-FA-Pt,Hf,FA,240,30,3.0,Fixed-bed,6.37,25.63,68.44,5.79,1.6326310000000002,CH3OH (methanol),experimental,1.948747929455325,7200,3.4339872044851463,1,0,1
Methanol synthesis,Zr-UiO-67-FA-Pt,Zr,FA,170,30,3.0,Fixed-bed,0.83,24.95,75.05,0.0,0.20708499999999996,CH3OH (methanol),experimental,2.256572266726842,5100,3.4339872044851463,1,0,1
Methanol synthesis,Zr-UiO-67-FA-Pt,Zr,FA,190,30,3.0,Fixed-bed,1.55,27.62,72.38,0.0,0.42811,CH3OH (methanol),experimental,2.1591277124041888,5700,3.4339872044851463,1,0,1
Methanol synthesis,Zr-UiO-67-FA-Pt,Zr,FA,210,30,3.0,Fixed-bed,2.86,29.72,66.9,3.38,0.8499919999999999,CH3OH (methanol),experimental,2.0697505950532964,6300,3.4339872044851463,1,0,1
Methanol synthesis,Zr-UiO-67-FA-Pt,Zr,FA,240,30,3.0,Fixed-bed,5.94,22.36,71.35,6.19,1.328184,CH3OH (methanol),experimental,1.948747929455325,7200,3.4339872044851463,1,0,1
Methanol synthesis,Zr-UiO-67-BA-Pt,Zr,BA,170,30,3.0,Fixed-bed,0.87,27.26,72.74,0.0,0.237162,CH3OH (methanol),experimental,2.256572266726842,5100,3.4339872044851463,1,0,1
Methanol synthesis,Zr-UiO-67-BA-Pt,Zr,BA,190,30,3.0,Fixed-bed,1.63,26.45,72.36,1.19,0.43113499999999993,CH3OH (methanol),experimental,2.1591277124041888,5700,3.4339872044851463,1,0,1
Methanol synthesis,Zr-UiO-67-BA-Pt,Zr,BA,210,30,3.0,Fixed-bed,3.07,29.67,65.45,4.88,0.910869,CH3OH (methanol),experimental,2.0697505950532964,6300,3.4339872044851463,1,0,1
Methanol synthesis,Zr-UiO-67-BA-Pt,Zr,BA,240,30,3.0,Fixed-bed,6.66,22.05,70.53,7.25,1.4685300000000001,CH3OH (methanol),experimental,1.948747929455325,7200,3.4339872044851463,1,0,1
